time,open,high,low,close,Volume,Volume MA,Histogram,MACD,Signal
2013-09-30T09:15:00Z,36436.98,36591.578,36292.988,36585.078,279159500,NaN,NaN,NaN,NaN
2013-10-02T09:15:00Z,36585.078,36908.059,36557.32,36908.059,396232300,NaN,NaN,NaN,NaN
2013-10-03T09:15:00Z,36911.879,37284.051,36911.879,37266.68,412255000,NaN,NaN,NaN,NaN
2013-10-04T09:15:00Z,36831.031,36926.391,36745.922,36925.82,536877800,NaN,NaN,NaN,NaN
2013-10-07T09:15:00Z,36925.82,36933.91,36852.289,36857.219,309876500,NaN,NaN,NaN,NaN
2013-10-08T09:15:00Z,36871.93,36909.41,36825.129,36904.52,283714600,NaN,NaN,NaN,NaN
2013-10-09T09:15:00Z,36904.52,37289.422,36870.219,37259.648,288024900,NaN,NaN,NaN,NaN
2013-10-10T09:15:00Z,37259.648,37274.91,36912.211,36962.629,308067800,NaN,NaN,NaN,NaN
2013-10-11T09:15:00Z,36962.629,37002.93,36933.359,36991.621,291834700,NaN,NaN,NaN,NaN
2013-10-14T09:15:00Z,36991.609,37074.672,36835.16,37051.141,246378000,NaN,NaN,NaN,NaN
2013-10-17T09:15:00Z,37106.27,37294.02,37106.27,37257.352,284086300,NaN,NaN,NaN,NaN
2013-10-18T09:15:00Z,37257.352,37528.949,37256.82,37342.73,364731400,NaN,NaN,NaN,NaN
2013-10-21T09:15:00Z,37339.141,37349.738,37201.609,37267.961,295695800,NaN,NaN,NaN,NaN
2013-10-22T09:15:00Z,37263.16,37490.34,37251.578,37368.102,308032200,NaN,NaN,NaN,NaN
2013-10-23T09:15:00Z,37368.102,37458.699,37265.172,37408.559,358983800,NaN,NaN,NaN,NaN
2013-10-24T09:15:00Z,37393.07,37612.859,37369.129,37611.648,329238700,NaN,NaN,NaN,NaN
2013-10-28T09:15:00Z,37461.941,37461.941,37460.27,37460.27,112674,NaN,NaN,NaN,NaN
2013-10-29T09:15:00Z,37278.34,37532.512,37271.672,37514.551,294416900,NaN,NaN,NaN,NaN
2013-10-30T09:15:00Z,37506.91,37507.629,37342.488,37373.09,569646700,NaN,NaN,NaN,NaN
2013-10-31T09:15:00Z,37373.09,37633,37312.512,37622.738,380717200,326904138.7,NaN,NaN,NaN
2013-11-01T09:15:00Z,37622.738,37792.789,37572.73,37765.82,226682500,324280288.7,NaN,NaN,NaN
2013-11-04T09:15:00Z,37765.16,37983.238,37748.41,37937.609,254635600,317200453.7,NaN,NaN,NaN
2013-11-05T09:15:00Z,37937.609,38072.82,37908.531,38054.23,319988700,312587138.7,NaN,NaN,NaN
2013-11-06T09:15:00Z,38054.23,38125.18,38041.441,38125.18,465808700,309033683.7,NaN,NaN,NaN
2013-11-07T09:15:00Z,38125.18,38265.789,38056.488,38125.91,511201800,319099948.7,NaN,NaN,NaN
2013-11-08T09:15:00Z,38125.91,38170.961,37853.18,37870.871,282748400,319051638.7,NaN,382.2256771522225,NaN
2013-11-11T09:15:00Z,37855.66,37902.488,37834.02,37898.301,279471700,318623978.7,NaN,364.95472265718854,NaN
2013-11-12T09:15:00Z,37898.301,38293.59,37866.219,38293.59,357464100,321093793.7,NaN,378.79734551540605,NaN
2013-11-13T09:15:00Z,38293.59,38351.391,37925.219,37949.109,291730000,321088558.7,NaN,357.8459606263714,NaN
2013-11-14T09:15:00Z,37949.109,38050.641,37768.352,37772.859,278728500,322706083.7,NaN,323.29321223039005,NaN
2013-11-15T09:15:00Z,37772.859,37937.609,37770.59,37883.531,377344200,327368978.7,NaN,301.3662530913134,NaN
2013-11-18T09:15:00Z,37883.531,38064.32,37780.699,38053.75,862668900,352265853.7,NaN,294.33136199270666,NaN
2013-11-19T09:15:00Z,38149.059,38315.141,38114.09,38255.859,786315100,376796818.7,NaN,301.58814689273277,NaN
2013-11-20T09:15:00Z,38255.859,38815.641,38255.859,38815.641,328937000,377842058.7,9.281244007197131,348.4917345278882,339.21049052069105
2013-11-21T09:15:00Z,38977.559,39151.66,38962.949,39119.879,557113000,387748518.7,53.06188104406141,405.5378418257678,352.4759607817064
2013-11-22T09:15:00Z,39119.879,39250.93,39068.012,39246.051,1163592000,429466183.7,82.55969090843894,455.6755744172551,373.1158835088162
2013-11-25T09:15:00Z,39206.25,39246.641,39173.371,39222.02,545201900,456720645,91.78520267545036,487.84738685312914,396.0621841776788
2013-11-26T09:15:00Z,39100.41,39100.41,38839.66,38975.16,448861800,464442890,73.39119090948554,487.8011728145357,414.40998190505013
2013-11-27T09:15:00Z,38847.211,39012.648,38809.391,39011.309,361413400,454031225,56.54374121335252,485.08965842174075,428.54591720838823
2013-11-28T09:15:00Z,39011.309,39011.441,38808.398,38928.648,252598600,447625295,33.837766550840854,470.8431253969393,437.00535884609843
2013-11-29T09:15:00Z,38928.648,38928.648,38812.398,38920.852,481445600,460363450,13.350652936609777,453.69367501686065,440.3430220802509
2013-12-02T09:15:00Z,38920.852,39045.07,38875.59,39045.07,289027600,462083050,3.7226430225857143,444.99632585848303,441.2736828358973
2013-12-03T09:15:00Z,39045.07,39126.781,38890.461,38955.422,308911100,461529170,-12.251288025209078,425.95957280438597,438.21086082959505
2013-12-04T09:15:00Z,39057.359,39065.172,38909.699,38990.199,671433400,471810405,-23.396903653429945,408.9647312628076,432.36163491623756
2013-12-05T09:15:00Z,38984.43,39006.219,38797.09,38864.84,484630300,470481830,-41.09813226516491,380.98896958478144,422.08710184994635
2013-12-06T09:15:00Z,38835.711,38835.711,38676.289,38738.148,512014100,481945115,-61.97176242704796,344.6223988161364,406.5941612431844
2013-12-09T09:15:00Z,38835.711,38835.711,38676.289,38738.148,512014100,493572235,-75.51312858925598,312.2027505066144,387.7158790958704
2013-12-10T09:15:00Z,38747.512,38964.602,38505.449,38961.602,701323800,510765220,-69.31649099025469,301.070265358052,370.3867563483067
2013-12-11T09:15:00Z,38961.988,38994.77,38810.391,38844.172,390334900,515695465,-72.6697272133718,279.54959733159194,352.21932454496374
