Date,Close
2012-04-20,1048.22
2012-04-23,1055.3
2012-04-24,1056.74
2012-04-25,1065.57
2012-04-26,1055.89
2012-04-27,1055.79
2012-04-30,1056.1
2012-05-02,1055.23
2012-05-03,1047.8
2012-05-04,1047.8
2012-05-07,1052.51
2012-05-08,1059.64
2012-05-09,1053.61
2012-05-10,1053.65
2012-05-11,1050.34
2012-05-14,1048.38
2012-05-15,1048.5
2012-05-16,1042.51
2012-05-17,1041.3
2012-05-18,1046.94
2012-05-21,1037.92
2012-05-22,1039.28
2012-05-23,1038.29
2012-05-24,1035.37
2012-05-28,1029.56
2012-05-29,1031.38
2012-05-30,1023.49
2012-05-31,1022.95
2012-06-01,1022.8
2012-06-04,1024.23
2012-06-05,1023.43
2012-06-06,1023.5
2012-06-07,1020.31
2012-06-08,1018.84
2012-06-11,1022.99
2012-06-12,1029.9
2012-06-13,1027.31
2012-06-14,1030.45
2012-06-15,1031.49
2012-06-18,1032.19
2012-06-19,1024.03
2012-06-20,1025.8
2012-06-21,1034.59
2012-06-22,1032.83
2012-06-25,1032.99
2012-06-26,1033.26
2012-06-27,1035.25
2012-06-28,1041.64
2012-06-29,1045.48
2012-07-03,1038.4
2012-07-04,1040.7
2012-07-05,1030.66
2012-07-06,1032.13
2012-07-09,1028.01
2012-07-10,1033.68
2012-07-11,1025.37
2012-07-12,1025.77
2012-07-13,1022.63
2012-07-16,1020.88
2012-07-17,1021.52
2012-07-18,1024.84
2012-07-19,1019
2012-07-20,1016.7
2012-07-23,1016.89
2012-07-24,1018.1
2012-07-25,1018.16
2012-07-26,1022.04
2012-07-27,1021.17
2012-07-30,1021.81
2012-07-31,1027.78
2012-08-01,1030.89
2012-08-02,1034.21
2012-08-03,1036.23
2012-08-06,1037.51
2012-08-07,1033.6
2012-08-08,1026.95
2012-08-09,1026.73
2012-08-13,1028.35
2012-08-14,1029.37
2012-08-15,1030.58
2012-08-16,1030.47
2012-08-17,1030.5
2012-08-21,1023.45
2012-08-22,1024.43
2012-08-23,1028.23
2012-08-24,1027.97
2012-08-27,1032.34
2012-08-28,1025.18
2012-08-29,1027.35
2012-08-30,1034.82
2012-08-31,1025.9
2012-09-03,1028.83
2012-09-04,1035.81
2012-09-05,1036.2
2012-09-06,1043.13
2012-09-07,1035.97
2012-09-10,1036.48
2012-09-11,1035.31
2012-09-12,1036.78
2012-09-13,1036.39
2012-09-14,1036.39
2012-09-17,1039.61
2012-09-18,1042.76
2012-09-19,1040.45
2012-09-20,1039.94
2012-09-24,1042.47
2012-09-25,1040.02
2012-09-26,1041.61
2012-09-27,1043.84
2012-09-28,1047.72
2012-10-01,1044.27
2012-10-02,1044.24
2012-10-03,1043.18
2012-10-04,1038.28
2012-10-05,1034.63
2012-10-08,1042.37
2012-10-09,1042.55
2012-10-10,1044.12
2012-10-11,1034.43
2012-10-12,1036.16
2012-10-15,1035.03
2012-10-16,1038.21
2012-10-17,1041.49
2012-10-18,1049.71
2012-10-19,1046.06
2012-10-22,1061.35
2012-10-23,1053.81
2012-10-24,1067.11
2012-10-25,1069.95
2012-10-29,1079.92
2012-10-30,1109.5
2012-10-31,1116.27
2012-11-01,1116.27
2012-11-02,1131.16
2012-11-05,1144.9
2012-11-06,1146.94
2012-11-07,1148.85
2012-11-08,1155.65
2012-11-09,1152.88
2012-11-12,1155.16
2012-11-13,1149.02
2012-11-14,1151.69
2012-11-15,1154.36
2012-11-16,1152.76
2012-11-19,1153.07
2012-11-20,1152.68
2012-11-21,1146.1
2012-11-22,1144.66
2012-11-23,1139.67
2012-11-27,1139.74
2012-11-28,1138.97
2012-11-29,1139.19
2012-11-30,1133.47
2012-12-03,1142.61
2012-12-04,1140.77
2012-12-05,1141.08
2012-12-06,1139.69
2012-12-10,1139.69
2012-12-11,1138.98
2012-12-12,1140.93
2012-12-13,1141.14
2012-12-14,1145.69
2012-12-17,1170.56
2012-12-18,1191.16
2012-12-19,1195.57
2012-12-20,1190.03
2012-12-21,1197.29
2012-12-24,1186.72
2012-12-27,1187.89
2012-12-28,1188.28
2012-12-31,1199.72
2013-01-02,1198.34
2013-01-03,1198.29
2013-01-04,1199.32
2013-01-07,1198.95
2013-01-08,1205.74
2013-01-09,1209.12
2013-01-10,1212.31
2013-01-11,1216.96
2013-01-14,1220.26
2013-01-15,1223.13
2013-01-16,1226.37
2013-01-17,1227.49
2013-01-18,1231.93
2013-01-21,1234.27
2013-01-22,1235.98
2013-01-23,1240.57
2013-01-24,1254.68
2013-01-25,1270.8
2013-01-28,1274.39
2013-01-29,1282.59
2013-01-30,1283.39
2013-01-31,1270.72
2013-02-01,1281.34
2013-02-04,1292.02
2013-02-05,1312.42
2013-02-06,1312.58
2013-02-07,1319.89
2013-02-08,1327.8
2013-02-11,1333.16
2013-02-12,1361.12
2013-02-13,1359.08
2013-02-14,1385.4
2013-02-15,1396.93
2013-02-18,1401.55
2013-02-19,1413.72
2013-02-20,1426.28
2013-02-21,1433.01
2013-02-22,1447.69
2013-02-25,1454.04
2013-02-26,1455.49
2013-02-27,1458.6
2013-02-28,1482.26
2013-03-01,1513.44
2013-03-04,1532.53
2013-03-05,1555.23
2013-03-07,1567.96
2013-03-08,1565.41
2013-03-11,1578.93
2013-03-12,1589.21
2013-03-13,1597.56
2013-03-14,1608.49
2013-03-15,1641.03
2013-03-18,1644.23
2013-03-19,1662.6
2013-03-20,1686.04
2013-03-21,1723.93
2013-03-22,1742.26
2013-03-25,1743.46
2013-03-26,1741.33
2013-03-27,1727.68
2013-03-28,1733.47
2013-04-02,1737.16
2013-04-03,1739.55
2013-04-04,1756.04
2013-04-05,1753.67
2013-04-08,1740.81
2013-04-09,1743.21
2013-04-10,1758.92
2013-04-11,1762.17
2013-04-12,1763.5
2013-04-15,1769.46
2013-04-16,1770.56
2013-04-17,1772.59
2013-04-18,1768.23
2013-04-19,1778.07
2013-04-22,1777.23
2013-04-23,1787.68
2013-04-24,1782.98
2013-04-25,1795.03
2013-04-26,1797.03
2013-04-29,1800.98
2013-04-30,1800.66
2013-05-02,1799.91
2013-05-03,1808.94
2013-05-06,1833.13
2013-05-07,1839.55
2013-05-08,1827.33
2013-05-09,1828.43
2013-05-10,1830.48
2013-05-13,1832.49
2013-05-14,1832.1
2013-05-15,1835.76
2013-05-16,1839.41
2013-05-17,1842.96
2013-05-20,1838.1
2013-05-21,1848.12
2013-05-22,1851.04
2013-05-23,1852.36
2013-05-24,1859.33
2013-06-03,1877.67
2013-06-04,1877.67
2013-06-05,1874.78
2013-06-06,1868.05
2013-06-07,1883.88
2013-06-10,1882.11
2013-06-11,1892.62
2013-06-12,1898.98
2013-06-13,1909.04
2013-06-14,1908.67
2013-06-17,1908.77
2013-06-18,1904.7
2013-06-19,1906.81
2013-06-20,1893.02
2013-06-21,1892.52
2013-06-24,1900.1
2013-06-25,1891.94
2013-06-26,1874.67
2013-06-27,1877.65
2013-06-28,1880.26
2013-07-02,1887.62
2013-07-03,1884.2
2013-07-04,1887.9
2013-07-05,1884.93
2013-07-08,1883.77
2013-07-09,1880.95
2013-07-10,1888.25
2013-07-11,1897.66
2013-07-12,1910.98
2013-07-15,1906.48
2013-07-16,1907.79
2013-07-17,1900.64
2013-07-18,1904.38
2013-07-19,1908.21
2013-07-22,1903.29
2013-07-23,1905.64
2013-07-24,1907
2013-07-25,1904.01
2013-07-26,1918.06
2013-07-29,1921.06
2013-07-30,1931.22
2013-07-31,1936.29
2013-08-01,1942.2
2013-08-02,1944.92
2013-08-05,1953.29
2013-08-06,1959.84
2013-08-07,1965.55
2013-08-09,1975.39
2013-08-12,1975.38
2013-08-13,1973.07
2013-08-14,1974.28
2013-08-15,1969.22
2013-08-16,1972.1
2013-08-19,1970.74
2013-08-20,1970.67
2013-08-21,1973.3
2013-08-22,1973.19
2013-08-23,1976.33
2013-08-26,1976.89
2013-08-27,1980.75
2013-08-28,1981.32
2013-08-29,1987.69
2013-08-30,1989.55
2013-09-02,1982.12
2013-09-03,1981.79
2013-09-04,1979.02
2013-09-05,1982.4
2013-09-06,1989.97
2013-09-09,1988.65
2013-09-10,1986.51
2013-09-11,1990.57
2013-09-12,2018.68
2013-09-13,2012.38
2013-09-16,2011.55
2013-09-17,2004.75
2013-09-18,2006.01
2013-09-19,2007.15
2013-09-20,2006.75
2013-09-24,2014.83
2013-09-25,2012.65
2013-09-26,2014.53
2013-09-27,2020.26
2013-09-30,2030.96
2013-10-01,2024.19
2013-10-02,2024.67
2013-10-03,2015.77
2013-10-04,2013.35
2013-10-07,2020.07
2013-10-08,2045.36
2013-10-09,2050.82
2013-10-10,2052.68
2013-10-11,2056.27
2013-10-14,2058.54
2013-10-16,2084.16
2013-10-17,2085.74
2013-10-18,2088.92
2013-10-21,2094.36
2013-10-22,2090.06
2013-10-23,2087.33
2013-10-24,2104.51
2013-10-25,2094.7
2013-10-28,2094.37
2013-10-29,2095.28
2013-10-30,2093.48
2013-10-31,2099.88
2013-11-01,2120.18
2013-11-04,2127.52
2013-11-05,2135.51
2013-11-06,2132.4
2013-11-07,2131.59
2013-11-08,2126.58
2013-11-11,2129.72
2013-11-12,2126.93
2013-11-13,2131.74
2013-11-14,2132.1
2013-11-15,2127.79
2013-11-18,2118.94
2013-11-19,2117.49
2013-11-20,2121.52
2013-11-21,2129.65
2013-11-22,2132.01
2013-11-25,2125.28
2013-11-26,2126.4
2013-11-27,2123.67
2013-11-28,2125.36
2013-11-29,2123.75
2013-12-02,2123.68
2013-12-03,2123.47
2013-12-04,2124.36
2013-12-05,2129.69
2013-12-06,
2013-12-09,2125.71
2013-12-10,2125.71
2013-12-11,2126.01
2013-12-12,2125.8
2013-12-13,2130.87
2013-12-16,2130.66
2013-12-17,2134.77
2013-12-18,2134.79
2013-12-19,2135.18
2013-12-20,2146.91
2013-12-23,2138.25
2013-12-24,2146.02
2013-12-25,
2013-12-26,
2013-12-27,2142.79
2013-12-30,2143.14
2013-12-31,2145.2
2014-01-02,2145.2
2014-01-03,2152.54
2014-01-06,2159.62
2014-01-07,2181.48
2014-01-08,2188.51
2014-01-09,2190.86
2014-01-10,2184.82
2014-01-13,2178.32
2014-01-14,2170.6
2014-01-15,2181.8
2014-01-16,2184.3
2014-01-17,2186.94
2014-01-20,2204.91
2014-01-21,2207.87
2014-01-22,2217.1
2014-01-23,2218.05
2014-01-24,2218.23
2014-01-27,2220.13
2014-01-28,2229.89
2014-01-29,2233.43
2014-01-30,2242.24
2014-01-31,2255.52
2014-02-03,2317.74
2014-02-04,2357.94
2014-02-05,2416.52
2014-02-06,2418.17
2014-02-07,2425.27
2014-02-10,2419.81
2014-02-11,2417.43
2014-02-12,2431.29
2014-02-13,2424.13
2014-02-14,2430.43
2014-02-17,2429.65
2014-02-18,2427.84
2014-02-19,2433.58
2014-02-20,2437.3
2014-02-21,2439.2
2014-02-24,2434.27
2014-02-25,2427.6
2014-02-26,2423.55
2014-02-27,2423.55
2014-02-28,2420.91
2014-03-03,2421.45
2014-03-04,2419.69
2014-03-05,2420.62
2014-03-07,2419.38
2014-03-10,2417.04
2014-03-11,2416.08
2014-03-12,2411.14
2014-03-13,2396.21
2014-03-14,2403.27
2014-03-17,2402.47
2014-03-18,2391.55
2014-03-19,2389.94
2014-03-20,2385.67
2014-03-21,2388.74
2014-03-24,2386.81
2014-03-25,2389.19
2014-03-26,2387.51
2014-03-27,2390.61
2014-03-28,2386.39
2014-03-31,2386.34
2014-04-01,2387.84
2014-04-02,2385.32
2014-04-03,2375.85
2014-04-04,2381.87
2014-04-07,2371.41
2014-04-08,2350.12
2014-04-09,2339.36
2014-04-10,2337
2014-04-11,2333.05
2014-04-14,2310.63
2014-04-15,2284.22
2014-04-16,2284.24
2014-04-17,2272.4
2014-04-22,2274.16
2014-04-23,2286.24
2014-04-24,2280.01
2014-04-25,2276.12
2014-04-28,2259.91
2014-04-29,2255.88
2014-04-30,2255.27
2014-05-02,2255.2
2014-05-05,2255.87
2014-05-06,2255.4
2014-05-07,2247.67
2014-05-08,2248.53
2014-05-09,2247.01
2014-05-12,2241.3
2014-05-13,2233.51
2014-05-14,2223.01
2014-05-15,2240.91
2014-05-16,2246.05
2014-05-19,2247.62
2014-05-20,2244.1
2014-05-21,2244.08
2014-05-22,2249.55
2014-05-23,2243.7
2014-05-27,2266.81
2014-05-28,2275.2
2014-05-29,2308.96
2014-05-30,2319.12
2014-06-02,2324.35
2014-06-03,2323.62
2014-06-04,2327.85
2014-06-05,2334.52
2014-06-06,2343.98
2014-06-09,2362.67
2014-06-10,2361.58
2014-06-11,2354.73
2014-06-12,2359.93
2014-06-13,2358.73
2014-06-16,2359.65
2014-06-17,2361.42
2014-06-18,2354.16
2014-06-19,2354.49
2014-06-20,2356.8
2014-06-23,2368.83
2014-06-24,2367.87
2014-06-25,2370.33
2014-06-26,2346.02
2014-06-27,2352.45
2014-06-30,2373.38
2014-07-02,2372.96
2014-07-03,2377.59
2014-07-04,2392.68
2014-07-07,2382.88
2014-07-08,2387.38
2014-07-09,2387.55
2014-07-10,2372.69
2014-07-11,2365.72
2014-07-14,2370.51
2014-07-15,2357.65
2014-07-16,2338.36
2014-07-17,2342.15
2014-07-18,2332.62
2014-07-21,2322.4
2014-07-22,2318.2
2014-07-23,2310.1
2014-07-24,2295.37
2014-07-25,2294.03
2014-07-29,2306.67
2014-07-30,2299.91
2014-07-31,2300.35
2014-08-01,2301.05
2014-08-04,2285.9
2014-08-05,2285.51
2014-08-06,2278.98
2014-08-07,2275.75
2014-08-08,2266.48
2014-08-11,2268.16
2014-08-12,2259.65
2014-08-13,2241.16
2014-08-14,2240.89
2014-08-15,2216.52
2014-08-18,2221.65
2014-08-19,2220.44
2014-08-20,2208.27
2014-08-21,2211.26
2014-08-22,2212.28
2014-08-25,2202.55
2014-08-26,2201.54
2014-08-27,2200.98
2014-08-28,2198.08
2014-08-29,2200.18
2014-09-01,2198.87
2014-09-02,2204.87
2014-09-03,2205.83
2014-09-04,2201.91
2014-09-05,2217.25
2014-09-08,2199.01
2014-09-09,2202.1
2014-09-10,2207.88
2014-09-11,2216.82
2014-09-12,2233.7
2014-09-15,2241.84
2014-09-16,2257.99
2014-09-17,2270.5
2014-09-18,2287.94
2014-09-19,2286.67
2014-09-23,2283.59
2014-09-24,2275.6
2014-09-25,2263.92
2014-09-26,2254.2
2014-09-29,2249.16
2014-09-30,2239.68
2014-10-01,2219.55
2014-10-02,2211.48
2014-10-03,2222.53
2014-10-07,2222.53
2014-10-08,2221.85
2014-10-09,2221.73
2014-10-10,2223.13
