time,open,high,low,close,Volume,Volume MA,Histogram,MACD,Signal
2011-07-14T13:30:00Z,13383.39,13399.94,13221.99,13252.92,173918320,197270057.9,27.115392447075273,1.015538815607215,-26.099853631468058
2011-07-15T13:30:00Z,13300.83,13337.24,13266.29,13299.54,155726298,194574122.15,24.112597392008166,4.04089310854215,-20.071704283466016
2011-07-18T13:30:00Z,13289.59,13338.21,13210.14,13254.14,160497180,185275031.65,18.2521493851107,2.7434824479223607,-15.508666937188341
2011-07-19T13:30:00Z,13284.5,13346.4,13283.95,13332.92,212809663,186036228.05,18.791071390796994,7.980172301307903,-10.81089908948909
2011-07-20T13:30:00Z,13348.84,13374.38,13312.92,13340.83,223655962,183339095.65,18.747156874406375,12.623047003518877,-6.124109870887497
2011-07-21T13:30:00Z,13376.27,13469.11,13351.68,13434.3,205526161,182281020.2,23.75774454247336,23.573070807204203,-0.18467373526915676
2011-07-22T13:30:00Z,13476.21,13516.17,13468.86,13494.63,171351988,180329365.4,29.504666888187977,36.696159874965815,7.191492986777838
2011-07-25T13:30:00Z,13444.87,13483.72,13413.01,13435.95,162651389,181267889.95,27.749659104019674,41.87856686680243,14.128907762782756
2011-07-26T13:30:00Z,13404.91,13405.39,13286.92,13300.56,178844631,182077917.8,16.425887181307022,34.66126673941653,18.23537955810951
2011-07-27T13:30:00Z,13268.82,13268.82,13032.67,13032.67,192959692,182766321.55,-8.795068265183495,7.24154422663014,16.036612491813635
2011-07-28T13:30:00Z,13005.13,13107.01,12931.17,13047.78,198575874,182683273.8,-23.3239403510022,-13.118312946939113,10.205627404063085
2011-07-29T13:30:00Z,12981,12990.15,12858.39,12945.63,169302439,181640733.75,-37.8196935251186,-37.06898950233517,0.7507040227834327
2011-08-02T13:30:00Z,12996.1,12996.1,12751.25,12752.32,204532695,186619855.55,-57.26621657445256,-70.83206669528226,-13.565850120829708
2011-08-03T13:30:00Z,12752.65,12816.42,12567.7,12816.03,263165702,187558133.7,-62.26343015136611,-91.39513781003734,-29.131707658671235
2011-08-04T13:30:00Z,12755.21,12755.21,12322.06,12380.13,349171850,193739826.6,-89.68416635543531,-141.23691560296538,-51.552749247530066
2011-08-05T13:30:00Z,12362.13,12400.09,11894.7,12162.17,347256480,202622403.4,-115.60926181515988,-196.06432651647992,-80.45506470132004
2011-08-08T13:30:00Z,11769.4,11903.33,11617.81,11670.96,391284500,215789105.95,-156.41256203366808,-275.97076724340513,-119.55820520973705
2011-08-09T13:30:00Z,11792.65,12109.26,11663.28,12109.26,422379090,229156960.8,-144.72660377150675,-300.4664599241205,-155.73985615261375
2011-08-10T13:30:00Z,12101.28,12307.87,11916.81,12198.89,327937770,236469229.15,-122.67543605993964,-309.0841512275383,-186.40871516759867
2011-08-11T13:30:00Z,12172.83,12543.81,12063.84,12539.8,306676430,240911205.7,-78.96780982465776,-285.1184774484209,-206.15066762376313
2011-08-12T13:30:00Z,12603.54,12603.54,12501.49,12542.2,192824765,241856527.95,-45.400494699495226,-262.90128599813215,-217.50079129863693
2011-08-15T13:30:00Z,12613.63,12710.08,12592,12683.61,185099174,243325171.75,-10.973813895616075,-231.21805866815703,-220.24424477254095
2011-08-16T13:30:00Z,12614.18,12614.18,12487.33,12530.71,220346320,246317628.75,3.429632075339242,-215.9572046783669,-219.38683675370615
2011-08-17T13:30:00Z,12586.2,12715.04,12569.88,12579.61,202294689,245791880.05,17.39843766233463,-197.63878967578785,-215.03722733812248
2011-08-18T13:30:00Z,12367.77,12375.52,12122.43,12186.71,237559651,246487064.5,2.1282527724025044,-212.37691137261936,-214.50516414502187
2011-08-19T13:30:00Z,12073.86,12261.69,11988.57,12007.47,240205611,248221037,-17.037445237662865,-235.80197069210044,-218.76452545443757
2011-08-22T13:30:00Z,12218.03,12218.03,12041.71,12068.36,190172402,249162057.7,-22.276710446742925,-246.61041351286622,-224.3337030661233
2011-08-23T13:30:00Z,12116.73,12338.44,12025.9,12338.33,267434797,254401228.1,-5.11873615604776,-230.732123261183,-225.61338710513525
2011-08-24T13:30:00Z,12305.95,12410.01,12225.89,12343.81,206580190,255788006.05,8.310477313924679,-215.2252904627294,-223.53576777665407
2011-08-25T13:30:00Z,12362.36,12379.32,12221.72,12284.31,178355549,255057798.9,14.53278112504546,-205.36979137034723,-219.9025724953927
2011-08-26T13:30:00Z,12213.55,12339.84,12066.96,12327.51,170613461,253659678.25,22.432701061601307,-191.86169616839106,-214.29439722999237
2011-08-29T13:30:00Z,12430.45,12523.92,12390.28,12504.85,172833676,253836240.1,39.47936418879374,-164.9451919940002,-204.42455618279394
2011-08-30T13:30:00Z,12511.8,12664.72,12460.5,12634.71,196728930,253446051.85,58.245370361709604,-131.61784323065694,-189.86321359236655
2011-08-31T13:30:00Z,12678.11,12778.42,12659.35,12768.7,286670390,254621286.25,77.2360963642214,-93.31809313708982,-170.5541895013112
2011-09-01T13:30:00Z,12773.08,12798.53,12689.26,12700.74,237899466,249057667.05,82.30813326979191,-67.66902291407132,-149.97715618386323
2011-09-02T13:30:00Z,12583.35,12681.86,12556.68,12602.41,180309710,240710328.55,76.26458160839454,-54.64642917337005,-130.9110107817646
2011-09-06T13:30:00Z,12414.22,12520.93,12355.92,12518.54,221623910,232227299.05,64.31978835312437,-50.511275340359134,-114.8310636934835
2011-09-07T13:30:00Z,12569.54,12720.56,12539.73,12720.56,188969988,220556843.95,67.40061109375789,-30.580299826286137,-97.98091092004402
2011-09-08T13:30:00Z,12668.26,12745.14,12659.3,12683.96,177330363,213026473.6,64.35590646059053,-17.536027844305863,-81.8919343048964
2011-09-09T13:30:00Z,12599.21,12641.86,12361.05,12387.54,201762657,207780784.95,40.903662846927105,-30.762355746237517,-71.66601859316462
2011-09-12T13:30:00Z,12226.85,12309.34,12041.61,12148.83,212100908,208744592.1,9.47946418056928,-59.816688367453025,-69.2961525480223
2011-09-13T13:30:00Z,12189.62,12248.63,12139.04,12205.48,221933651,210586315.95,-6.4665134814451335,-77.37929439982872,-70.91278091838359
2011-09-14T13:30:00Z,12264.85,12372.89,12165.26,12293.38,211700150,210154007.45,-9.866087095821555,-83.24538978816054,-73.37930269233898
2011-09-15T13:30:00Z,12370.92,12428.09,12295.87,12424.84,198098658,209944205.9,-2.421222206888018,-76.405830450949,-73.98460824406098
2011-09-16T13:30:00Z,12444.4,12466.8,12273.76,12273.76,497597720,222946109.35,-6.595069755169135,-82.22844543802239,-75.63337568285326
2011-09-19T13:30:00Z,12189.07,12224.37,12117.77,12172.04,158446017,218858129.65,-14.667429797738649,-93.96766293002656,-79.30023313228791
2011-09-20T13:30:00Z,12214.34,12356.82,12168.54,12209.88,216520494,220175534.25,-15.820312290795727,-99.07562349578257,-83.25531120498684
2011-09-21T13:30:00Z,12202.89,12230.8,11948.4,11955.01,230033853,218305487.05,-31.219774987280445,-122.2800299390874,-91.06025495180695
2011-09-22T13:30:00Z,11660.23,11660.23,11420.35,11562.51,389201900,227436572.55,-63.45352176111132,-170.3771571531961,-106.92363539208478
2011-09-23T13:30:00Z,11380.58,11516.26,11355.82,11462.87,290858510,233061720.6,-85.71466095365855,-214.06696158415798,-128.35230063049943
2011-09-26T13:30:00Z,11502.24,11707.19,11293.63,11707.19,261487410,237605418.05,-78.41211251717837,-226.3674412769724,-147.955328759794
2011-09-27T13:30:00Z,11931.67,12057.95,11787.61,11821.09,277822960,242854882.25,-61.1068117240936,-224.33884341491103,-163.23203169081742
2011-09-28T13:30:00Z,11853.95,11866.82,11569.04,11585.87,229594279,244498149.7,-60.579900010097276,-238.95690670343902,-178.37700669334174
2011-09-29T13:30:00Z,11733.96,11754.62,11547.72,11686.32,257829712,243056115.8,-49.03723004233717,-239.6735442462632,-190.63631420392602
2011-09-30T13:30:00Z,11555.68,11685.08,11535.22,11623.84,257338679,244028076.45,-41.48122824422049,-242.48784950920162,-201.00662126498113
2011-10-03T13:30:00Z,11517.89,11527.22,11221.21,11251.84,230269969,246526089.4,-56.47839011508378,-271.60460890883587,-215.1262187937521
